username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink
KusenRyuujinXII	10/9/16 16:30	0	0	@Emmahdorable I like taco bell		@Emmahdorable		7.85261E+17	https://twitter.com/KusenRyuujinXII/status/785261109779451904
macCharlie12	10/9/16 16:29	0	2	There's a black fool working at Taco Bell				7.85261E+17	https://twitter.com/macCharlie12/status/785261054859194368
dreeee08	10/9/16 16:29	0	0	a lot of people say taco bell make them shit but when i eat there i be fine				7.85261E+17	https://twitter.com/dreeee08/status/785261022496063489
ChZuckBean	10/9/16 16:29	1	3	Omg can the guy in front of me at taco Bell stop vaping? Smoke is just bellowing out of hisncar like something is on fire.				7.85261E+17	https://twitter.com/ChZuckBean/status/785260993916112897
chantyymenard	10/9/16 16:29	0	1	@Honkaflocka I know that you know that @BigButtKallu23 knows that you're down for Taco Bell and I am too tbh		@Honkaflocka @BigButtKallu23		7.85261E+17	https://twitter.com/chantyymenard/status/785260956947472384
Alyssa_Orona	10/9/16 16:29	1	1	Duuuuude bc it is the best idea					
__dominguez23	10/9/16 16:29	0	1	@Gladys_Ramirezz helllll nah u working rn? I'm at the Taco Bell drive thru		@Gladys_Ramirezz		7.85261E+17	https://twitter.com/__dominguez23/status/785260875762442240
JolqBenavides	10/9/16 16:29	0	0	Combination Pizza Hut & Taco Bell : http:// ift.tt/2dDYa8Z pic.twitter.com/dII6UDbrxT				7.85261E+17	https://twitter.com/JolqBenavides/status/785260815389716480
brivillarreal_	10/9/16 16:28	0	12	One of the girls that jumped me in middle school just took my order at taco bell HAHHAHAHA				7.85261E+17	https://twitter.com/brivillarreal_/status/785260755281022976
MateoRadio	10/9/16 16:28	0	1	Found my #Sugar for the night @Taco Bell Arena https://www. instagram.com/p/BLXFD0kgDcH/	Boise				
tjc05	10/9/16 16:28	0	0	@Ataraxis00 good plan. Heading to my nearest taco bell		@Ataraxis00		7.85261E+17	https://twitter.com/tjc05/status/785260604303048704
rbrtgrca	10/9/16 16:27	0	0	taco bell sounds amazing right now				7.85261E+17	https://twitter.com/rbrtgrca/status/785260550036922372
_psicodosis	10/9/16 16:27	0	1	Si cambias el Taco Bell por el Taco Away soy yo. https:// twitter.com/FirstDateStory /status/784930242758643712 ‰Û_				7.85261E+17	https://twitter.com/_psicodosis/status/785260511302656002
CaitlynnBarger	10/9/16 16:27	0	1	@realChadJohnson I would enjoy Taco Bell thanks		@realChadJohnson		7.8526E+17	https://twitter.com/CaitlynnBarger/status/785260410488426496
Mikenna11	10/9/16 16:27	0	0	The level of excitement I have for getting Taco Bell is ridiculous right now.				7.8526E+17	https://twitter.com/Mikenna11/status/785260368037814273
madmamola	10/9/16 16:27	0	0	s/o taco bell for a free baja blast				7.8526E+17	https://twitter.com/madmamola/status/785260311544598528
Scrapadomous	10/9/16 16:26	0	0	Ya know what					
PexilatedOtter	10/9/16 16:26	0	0	@Tabrakadabra I love your avatar because it looks like you're just REaLLY mad at Taco Bell		@Tabrakadabra		7.8526E+17	https://twitter.com/PexilatedOtter/status/785260247912972288
BlakeBprice	10/9/16 16:26	0	0	Taco bell would be clutch rn	Cynthiana				
savysosaa	10/9/16 16:26	0	2	The staff at Pacificas Taco Bell are weird af				7.8526E+17	https://twitter.com/savysosaa/status/785260218053632000
camper223	10/9/16 16:26	0	0	Giveaway - $15 Taco Bell Gift Card for September 19th! http://www. gaynycdad.com/2016/09/taco-b ell-gift-card-for-september-19th.html ‰Û_ via @gaynycdad		@gaynycdad		7.8526E+17	https://twitter.com/camper223/status/785260127540637696
_justshada	10/9/16 16:26	0	0	a chicken quesadilla wit fire sauce from Taco Bell would be good right about now				7.8526E+17	https://twitter.com/_justshada/status/785260109869948929
ellice_tellez	10/9/16 16:26	0	7	Edson forgot to hang up the phone again so I've just been laying in bed listening to him eat his Taco Bell for the past 15 minutes lmao				7.8526E+17	https://twitter.com/ellice_tellez/status/785260078236442624
batsdingerbonds	10/9/16 16:25	0	0	@NaturallyKatz taco salad from a combination pizza hut taco bell hue hue hue		@NaturallyKatz		7.8526E+17	https://twitter.com/batsdingerbonds/status/785259901467684864
ogspvceghxst	10/9/16 16:25	0	0	I haven't had tacobell in months	Stamford				
kbuttye	10/9/16 16:25	0	0	@tacobell hurry the hell up I've been in line for 15 minutes and I'm hungry		@tacobell		7.8526E+17	https://twitter.com/kbuttye/status/785259862712135680
cameronscott_b	10/9/16 16:25	0	0	Thanks @tacobell ur Wrigley IL location can't make a #8 soft!!!!!! #bs pic.twitter.com/4Kyc6SJSa3	Chicago				
leonardchvrches	10/9/16 16:24	0	1	I love that the sunset taco bell only plays a Canadian radio station				7.8526E+17	https://twitter.com/leonardchvrches/status/785259738707529728
brostitute	10/9/16 16:24	0	2	me n my brothers bought KFC and Taco Bell we're fucking fatasses				7.8526E+17	https://twitter.com/brostitute/status/785259711146946560
_Heelish	10/9/16 16:24	0	0	@bbbyasia too much Charley's and taco bell		@bbbyasia		7.8526E+17	https://twitter.com/_Heelish/status/785259697041309696
lindsylouwho	10/9/16 16:24	0	12	Taco Bell never disappoints				7.8526E+17	https://twitter.com/lindsylouwho/status/785259696823205888
hnolz	10/9/16 16:24	0	0	When Virginia asks you if you'll get Taco Bell for dinner #rhetoricalquestion #whosecarwetakin			#rhetoricalquestion #whosecarwetakin	7.8526E+17	https://twitter.com/hnolz/status/785259617207119872
stantIers	10/9/16 16:24	0	0	i'm parked at taco bell and i think the girl parked next to me is crying... it's okay pal				7.8526E+17	https://twitter.com/stantIers/status/785259606708592640
AbbieHaberski	10/9/16 16:24	0	0	Have found a new obsession with Taco Bell				7.8526E+17	https://twitter.com/AbbieHaberski/status/785259603327975425
fluffycrossover	10/9/16 16:24	0	0	Kyubey and Hiro Hamada will never go to taco bell !				7.8526E+17	https://twitter.com/fluffycrossover/status/785259575092121600
ventingisfunnyy	10/9/16 16:23	0	0	deltaco and tacobell giving me the biggest shits rn				7.8526E+17	https://twitter.com/ventingisfunnyy/status/785259526588993536
Swayleb2x	10/9/16 16:23	1	0	Taco Bell <				7.85259E+17	https://twitter.com/Swayleb2x/status/785259487053484032
atelynkay	10/9/16 16:23	0	0	the person behind me in the taco bell drive through honked at me... for handing the cashier my card and grabbing my drink???				7.85259E+17	https://twitter.com/atelynkay/status/785259485430513664
bts_gf	10/9/16 16:23	0	0	Came home from college last night and wanted to go to Taco Bell with bf. Tonight I just want garlic fries from Applebee's. never thought +				7.85259E+17	https://twitter.com/bts_gf/status/785259299014520832
isabellabrobro	10/9/16 16:22	0	0	why do deltaco and tacobell work together to give you the worst stomach aches of your life				7.85259E+17	https://twitter.com/isabellabrobro/status/785259274070990849
niseebaby_	10/9/16 16:22	1	0	Still craving taco bell				7.85259E+17	https://twitter.com/niseebaby_/status/785259136397168640
jessskiddding	10/9/16 16:22	0	1	Craving Taco Bell super hard right now.				7.85259E+17	https://twitter.com/jessskiddding/status/785259086627700736
freckledbean	10/9/16 16:21	0	1	@CaliGirlIssues @BoatsAndStowss @tacobell if we're talking burritos					
s_neezyy	10/9/16 16:21	0	2	crown royal & Taco Bell quesadillas will never ever taste the same :(				7.85259E+17	https://twitter.com/s_neezyy/status/785258921611014144
haileymorris_xo	10/9/16 16:21	0	1	@maddles93 all of sandbridge is done. Not even Taco Bell 					
OmarHoee	10/9/16 16:20	0	0	@El_Diegito13 lol I don't get the runs like I do with Taco Bell		@El_Diegito13		7.85259E+17	https://twitter.com/OmarHoee/status/785258678509113344
GOLESDENEYMAR	10/9/16 16:20	0	1	no necesitas ir a la iglesia para ser un cristiano					
ChamusquinhoGt	10/9/16 16:20	0	1	Ahora estÌÁ fÌÁcil					
tacobell	10/9/16 16:20	0	0	@moodrantag #TacoEmojiEngine pic.twitter.com/uBxKyAC6gK		@moodrantag	#TacoEmojiEngine	7.85259E+17	https://twitter.com/tacobell/status/785258556119355392
Juggalotus209	10/9/16 16:20	0	1	I kind of want Taco Bell .				7.85259E+17	https://twitter.com/Juggalotus209/status/785258550872281088
moodrantag	10/9/16 16:20	0	0	@tacobell		@tacobell		7.85259E+17	https://twitter.com/moodrantag/status/785258549223882752
fakepeoplebot	10/9/16 16:19	0	0	Potential Death to Children					
SmithJordan_4	10/9/16 16:19	0	0	Say for instance a friend of mine had Taco Bell two nights ago					
oheyitslaurenn	10/9/16 16:19	0	7	feelin some typa way so that means it's time to smoke a shit ton & buy loads of disgusting taco bell :)))				7.85258E+17	https://twitter.com/oheyitslaurenn/status/785258362615238656
_jerjerr	10/9/16 16:18	0	1	Taco Bell is the way to go	Cartersville				
cayla_rolfe	10/9/16 16:18	0	1	@brandenburg0824 and eating Taco Bell		@brandenburg0824		7.85258E+17	https://twitter.com/cayla_rolfe/status/785258223611895808
kmhansenn	10/9/16 16:18	0	0	When babe gets taco bell				7.85258E+17	https://twitter.com/kmhansenn/status/785258199775674368
KarmasAssistant	10/9/16 16:18	0	0	I was oh so serious about getting tacos today. Currently on my couch eating Taco Bell				7.85258E+17	https://twitter.com/KarmasAssistant/status/785258187788263424
TatianaMagalha3	10/9/16 16:18	1	4	Everyone always talks about how long Taco Bell takes but DQ is just as bad if not worse				7.85258E+17	https://twitter.com/TatianaMagalha3/status/785258184957161472
kenenedys	10/9/16 16:18	0	1	taco bell made too many soft tacos so they gave me an extra 1 for free #guesswhosback #mygoodluck #livingmybestlife #blessed			#guesswhosback #mygoodluck #livingmybestlife #blessed	7.85258E+17	https://twitter.com/kenenedys/status/785258163058671616
klp1965	10/9/16 16:18	0	0	Giveaway - $15 Taco Bell Gift Card for September 19th! http://www. gaynycdad.com/2016/09/taco-b ell-gift-card-for-september-19th.html ‰Û_ via @gaynycdad		@gaynycdad		7.85258E+17	https://twitter.com/klp1965/status/785258139734142976
tacobell	10/9/16 16:18	0	0	@moodrantag #TacoEmojiEngine pic.twitter.com/ZygFBjcBsv		@moodrantag	#TacoEmojiEngine	7.85258E+17	https://twitter.com/tacobell/status/785258083844968448
alyssakon	10/9/16 16:18	0	2	lmao huntington is texting me about fraud alerts from taco bell even though it was all me. good stuff				7.85258E+17	https://twitter.com/alyssakon/status/785258083106816000
moodrantag	10/9/16 16:18	0	0	@tacobell		@tacobell		7.85258E+17	https://twitter.com/moodrantag/status/785258075133386752
artekizkralc	10/9/16 16:17	0	0	@_evenlygorgeous what do yall get Jayden from Taco Bell ?	Macon				
Serpertiga	10/9/16 16:17	1	1	@SitoPamo estaras contento con el taco bell no? Porfin puedes comer tacos como en tu pais		@SitoPamo		7.85258E+17	https://twitter.com/Serpertiga/status/785257818802757632
Scrapadomous	10/9/16 16:17	0	0	Taco bell ?				7.85258E+17	https://twitter.com/Scrapadomous/status/785257790579232768
BrancoKameron	10/9/16 16:16	0	0	so i'm in the taco bell drive threw playin drake and the dude giving me my food is jammin out					
naomijoyturner	10/9/16 16:16	0	1	I really enjoy Taco Bell				7.85258E+17	https://twitter.com/naomijoyturner/status/785257762892623872
tacobell	10/9/16 16:16	0	0	@toptrashphan #TacoEmojiEngine pic.twitter.com/PhR0lLLiQe		@toptrashphan	#TacoEmojiEngine	7.85258E+17	https://twitter.com/tacobell/status/785257645796052992
toptrashphan	10/9/16 16:16	0	0	@tacobell		@tacobell		7.85258E+17	https://twitter.com/toptrashphan/status/785257634119217152
karenshmaren	10/9/16 16:16	3	2	" do you want taco bell ? "" what kind of question is that ? of course i do"""				7.85258E+17	https://twitter.com/karenshmaren/status/785257567928868865
spencerbrown_13	10/9/16 16:15	0	29	I'm rewarding my greasy self with some greasy Taco Bell for surviving this greasy weekend				7.85257E+17	https://twitter.com/spencerbrown_13/status/785257442754097152
katiebugs_	10/9/16 16:15	0	0	@TacoBellTeam i am wondering why your Taco Bell at morse rd at Easton Lobby was closed ? The drive thru was backed up.		@TacoBellTeam		7.85257E+17	https://twitter.com/katiebugs_/status/785257417843933184
smileyr0lls	10/9/16 16:15	0	0	@tacobell please dm me ASAP		@tacobell		7.85257E+17	https://twitter.com/smileyr0lls/status/785257341511954432
NursingComm	10/9/16 16:15	0	1	Vegetarians: You Have 5					
jweav41	10/9/16 16:14	0	1	@cam_barrett18 I heard u talking about Taco Bell as u left last night and I knew everything was a lie		@cam_barrett18		7.85257E+17	https://twitter.com/jweav41/status/785257269206351872
l0vehermadly	10/9/16 16:14	0	2	Someone bring me a Taco Twelve Pack from Taco Bell .				7.85257E+17	https://twitter.com/l0vehermadly/status/785257129024290816
AANGTANG	10/9/16 16:14	0	1	speaking of food...my mom promised me taco bell ....two weeks ago....				7.85257E+17	https://twitter.com/AANGTANG/status/785257112888864768
OmarHoee	10/9/16 16:14	0	2	Del taco better than Taco Bell case closed				7.85257E+17	https://twitter.com/OmarHoee/status/785257044634849280
rodneyd44	10/9/16 16:14	0	0	I just checked in at Taco Bell with #mPLUSPlaces Download today! http:// bit.ly/gomplaces			#mPLUSPlaces	7.85257E+17	https://twitter.com/rodneyd44/status/785257036917252096
nicholasgoodlin	10/9/16 16:13	0	0	Taco Bell twice today was not a good idea				7.85257E+17	https://twitter.com/nicholasgoodlin/status/785257026477813760
DeAxl	10/9/16 16:13	0	0	@juhhhnina The thing about Taco Bell is that one is never enough					
mister_apol	10/9/16 16:12	0	1	@OhPoorPup the one at burger king is fucking gross but the taco bell one is alright if you wanna go cheapo		@OhPoorPup		7.85257E+17	https://twitter.com/mister_apol/status/785256753315221504
tyllxr	10/9/16 16:12	1	3	@C11Positivity Lady in front of me at Taco Bell needed å¢84 so I paid for her and let them keep to change for someone else who needs it	Georgia				
TheLifeOfTam	10/9/16 16:12	0	0	They got my order wrong at Taco Bell idiots				7.85257E+17	https://twitter.com/TheLifeOfTam/status/785256612357439488
juhhhnina	10/9/16 16:12	0	0	What I am to him wanting Taco Bell is what he is to me ditching class. Just a little suggestion& it's done. At least I can email my homework				7.85257E+17	https://twitter.com/juhhhnina/status/785256540269793281
bonnieeballardd	10/9/16 16:12	1	1	taco bell my bff				7.85257E+17	https://twitter.com/bonnieeballardd/status/785256538885722112
Some_HighGuy	10/9/16 16:11	0	0	I wonder if I could get some free @TacoBell or @Whataburger tomorrow for my birthday.. pic.twitter.com/ZWU5Gqgv4i		@TacoBell @Whataburger		7.85256E+17	https://twitter.com/Some_HighGuy/status/785256489036283904
I_Vail	10/9/16 16:11	0	0	He y que taco Bell tengo que ir para ir a pana?				7.85256E+17	https://twitter.com/I_Vail/status/785256464168329217
kyle_kanini	10/9/16 16:11	0	2	"Let's play: How Much Can I Spend on Taco Bell ?"""""				7.85256E+17	https://twitter.com/kyle_kanini/status/785256447777071105
alexisleigh__	10/9/16 16:11	1	3	Craving Taco Bell rn				7.85256E+17	https://twitter.com/alexisleigh__/status/785256337844363264
KaepsGirl_07	10/9/16 16:11	0	1	I'm still a little upset at the fact that @tacobell no longer gives out the green salsa I always eat my nachos & tacos with green salsa		@tacobell		7.85256E+17	https://twitter.com/KaepsGirl_07/status/785256277614006272
kiadotkom	10/9/16 16:10	0	0	Finna slide thru Taco Bell on the way				7.85256E+17	https://twitter.com/kiadotkom/status/785256261394665472
pikachupuke	10/9/16 16:10	0	2	"Instagram photo from Ford models of the outside of a taco bell devoid of any people ...????"""""				7.85256E+17	https://twitter.com/pikachupuke/status/785256192805376001
Bridgdavidson	10/9/16 16:10	1	1	I had Taco Bell yesterday					
kashmoney2012	10/9/16 16:10	0	0	Taco Bell run! pic.twitter.com/sAwCZpMkFl				7.85256E+17	https://twitter.com/kashmoney2012/status/785256174388023296
BeginnerAirsoft	10/9/16 16:10	0	1	That awkward moment when you realize that Taco Bell isn't doing it for you anymore on the weekend! pic.twitter.com/YrjBC53WpA				7.85256E+17	https://twitter.com/BeginnerAirsoft/status/785256160689528832
HannahMcKee23	10/9/16 16:10	0	1	@kalperch go to taco bell		@kalperch		7.85256E+17	https://twitter.com/HannahMcKee23/status/785256154268139520
MSalenik	10/9/16 16:09	0	3	who wants to get Taco Bell w/ me	Garden City				
BlakleyDancy	10/9/16 16:09	0	0	covered in taco bell at my friends wedding				7.85256E+17	https://twitter.com/BlakleyDancy/status/785255914370543618
iBlogBetter	10/9/16 16:09	0	0	Looks at my dudes @tacobell https:// twitter.com/justinroiland/ status/785253047035305984 ‰Û_		@tacobell		7.85256E+17	https://twitter.com/iBlogBetter/status/785255896091766785
the_mainx_chris	10/9/16 16:09	0	2	I shall send a box to Chad wild clay one day. The God of taco bell pic.twitter.com/yHnc8odw8K				7.85256E+17	https://twitter.com/the_mainx_chris/status/785255895517188096
busydadlife	10/9/16 16:09	0	0	When you #GRILLING and your #Neighbours #TacoBell #dogs won't #shutup but they #complain bout your #pitbulllove https:// youtu.be/K56crijs_cc			#GRILLING #Neighbours #TacoBell #dogs #shutup #complain #pitbulllove	7.85256E+17	https://twitter.com/busydadlife/status/785255894107893760
haleydew2146	10/9/16 16:09	5	10	I want Taco Bell and Dutch				7.85256E+17	https://twitter.com/haleydew2146/status/785255860905742336
reigionalatbest	10/9/16 16:08	0	5	i'm just a space loving					
CaliGirlIssues	10/9/16 16:08	0	0	@freckledbean @BoatsAndStowss always. Even better it was @tacobell		@freckledbean @BoatsAndStowss @tacobell		7.85256E+17	https://twitter.com/CaliGirlIssues/status/785255567862489088
mir_leighh	10/9/16 16:07	1	2	After my first day i stopped at Taco Bell . Only regret: i only got 4 cinnabon delights				7.85255E+17	https://twitter.com/mir_leighh/status/785255496416649216
lisajoyinthesky	10/9/16 16:07	0	22	Guy I'm flying w/ went all the way out of security to get me Taco Bell & bring it to me. If I wasn't engaged					
mjkonczal	10/9/16 16:07	0	0	@tacobell you screwed up my order twice					
loudersoft	10/9/16 16:06	0	0	@tacobell @TacoBellTeam My love notwithstanding					
kkaarreenn345	10/9/16 16:06	1	1	Juan brought me Taco Bell				7.85255E+17	https://twitter.com/kkaarreenn345/status/785255155868377088
SableT123	10/9/16 16:06	0	0	I'm going to @iamtovelo at Taco Bell Arena in Boise					
laneghost	10/9/16 16:06	0	0	Man					
Liam_Otts	10/9/16 16:06	0	7	You wouldn't believe this but Taco Bell in Tokyo is 10 times better				7.85255E+17	https://twitter.com/Liam_Otts/status/785255081847336960
AlorissAnderson	10/9/16 16:05	0	0	I want cinnamon balls from Taco Bell				7.85255E+17	https://twitter.com/AlorissAnderson/status/785255009210499072
lucasMulherin	10/9/16 16:05	0	2	Had taco bell for the first time in a couple months. Made me feel like shit.				7.85255E+17	https://twitter.com/lucasMulherin/status/785254984032018432
beckyfeigin	10/9/16 16:05	0	0	@JustinWEBB30 I love that you had that Taco Bell sauce		@JustinWEBB30		7.85255E+17	https://twitter.com/beckyfeigin/status/785254967602970624
BradGatov	10/9/16 16:05	0	1	The guy at Taco Bell told me					
albertormendez	10/9/16 16:05	0	0	@lorenaicv El ultimo combo que pusieron me decepcionÌ_ bastante					
dredaywifey	10/9/16 16:05	0	0	I just checked in at Taco Bell with #mPLUSPlaces Download today! http:// bit.ly/gomplacesyyy			#mPLUSPlaces	7.85255E+17	https://twitter.com/dredaywifey/status/785254876427071490
cbtexas98	10/9/16 16:05	0	0	@realChadJohnson I don't want Taco Bell . But I'll take some Marlboro reds.		@realChadJohnson		7.85255E+17	https://twitter.com/cbtexas98/status/785254833611689984
SableT123	10/9/16 16:05	0	2	I'm going to @maroon5 at Taco Bell Arena in Boise					
808AnimePeasant	10/9/16 16:05	0	0	@ReinaScully if buttholes cry after McDonald's they must be bawling after taco bell		@ReinaScully		7.85255E+17	https://twitter.com/808AnimePeasant/status/785254817635721216
BrancoKameron	10/9/16 16:05	0	2	taco bell then home to chill and netflix sounds like a plan boi				7.85255E+17	https://twitter.com/BrancoKameron/status/785254799025418240
_jnguyennnn	10/9/16 16:04	0	3	hannah just ordered taco bell in a terrible british accent				7.85255E+17	https://twitter.com/_jnguyennnn/status/785254678862843904
loudersoft	10/9/16 16:04	0	0	@tacobell The person inside then became more concerned about who had left the door open than what was wrong with my order. Enjoy my $7.85.		@tacobell		7.85255E+17	https://twitter.com/loudersoft/status/785254662232416257
sighmultaneous	10/9/16 16:04	0	0	jordan just said he would bring me taco bell . i am blessed. way up.				7.85255E+17	https://twitter.com/sighmultaneous/status/785254638081544192
jnaeyaegle1	10/9/16 16:04	0	1	I want Taco Bell but I also want Popeyes but I also want dq but I also want panda				7.85255E+17	https://twitter.com/jnaeyaegle1/status/785254595379408896
tacobell	10/9/16 16:03	0	0	@loudersoft Sorry about that. @TacoBellTeam can help.		@loudersoft @TacoBellTeam		7.85254E+17	https://twitter.com/tacobell/status/785254375002222592
Shade_Land	10/9/16 16:03	0	0	Does anybody else remember the Pina Colada freezes from Taco Bell ??? No...just me...okay well I'm dying without it				7.85254E+17	https://twitter.com/Shade_Land/status/785254348267876352
loudersoft	10/9/16 16:03	0	0	@tacobell I pulled back in					
realChadJohnson	10/9/16 16:03	32	506	Just saw a video of a soldier buy some kids Taco Bell . He video'd it and is considered a hero for it? Any kids out there need Taco Bell ? Lol				7.85254E+17	https://twitter.com/realChadJohnson/status/785254286699573248
_alantee_	10/9/16 16:02	0	1	@codename_syd because Taco Bell stinks		@codename_syd		7.85254E+17	https://twitter.com/_alantee_/status/785254257901514752
Eye_Guess_	10/9/16 16:02	0	0	Idk if I want pizza or Taco Bell				7.85254E+17	https://twitter.com/Eye_Guess_/status/785254214075199488
fabuloustaxx	10/9/16 16:02	0	0	taco bell	Buenos Aires				
OMG__triaa	10/9/16 16:02	0	1	- bouta smash this tacobell & catch some before work •ü				7.85254E+17	https://twitter.com/OMG__triaa/status/785254136086351872
ashley82x_	10/9/16 16:02	0	1	Went to the beach and saw a pod of dolphins					
loudersoft	10/9/16 16:02	0	0	@tacobell the nice folks at taco bell 					
AndyyyyE	10/9/16 16:01	0	5	Now excuse me while I go spend my last $10 on Taco Bell and pretend like I deserve it and that idc what boys think of me #h8bodypolitics			#h8bodypolitics	7.85254E+17	https://twitter.com/AndyyyyE/status/785253960818929664
ceegxld	10/9/16 16:01	0	0	Taco Bell https:// twitter.com/0gsara/status/ 784833387500568576 ‰Û_				7.85254E+17	https://twitter.com/ceegxld/status/785253954330427392
Jamiexoxo23	10/9/16 16:01	0	1	@KylieMariee2000 im eating Taco Bell right now		@KylieMariee2000		7.85254E+17	https://twitter.com/Jamiexoxo23/status/785253902157549568
tglawrence91	10/9/16 16:01	0	2	Replace Taco Bell with Mighty Taco and this is what I would do for you					
ImTheRealSlim	10/9/16 16:01	0	0	@tacobell @TacoBellTeam how can you help this situation?		@tacobell @TacoBellTeam		7.85254E+17	https://twitter.com/ImTheRealSlim/status/785253829260484608
BlackPplVideos	10/9/16 16:01	0	0	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/BlackPplVideos/status/785253814857334784
tacobell	10/9/16 16:01	0	0	@OrkoOyon You‰Ûªre halfway there. Tweet us a and another emoji to see what happens. #TacoEmojiEngine pic.twitter.com/4rJ0kVn0wq		@OrkoOyon	#TacoEmojiEngine	7.85254E+17	https://twitter.com/tacobell/status/785253810029461504
TheFemaIeBible	10/9/16 16:01	0	0	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/TheFemaIeBible/status/785253800953032704
tacobell	10/9/16 16:01	0	0	@brujarain @TacoBellCareers Good luck!		@brujarain @TacoBellCareers		7.85254E+17	https://twitter.com/tacobell/status/785253791788523521
BestOfWorldstar	10/9/16 16:01	0	1	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/BestOfWorldstar/status/785253791092310016
A1Roast	10/9/16 16:01	2	3	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/A1Roast/status/785253789662052352
_WorldStarNow	10/9/16 16:01	0	5	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/_WorldStarNow/status/785253767029686272
BestOfWorIdStar	10/9/16 16:01	1	2	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/BestOfWorIdStar/status/785253763292553216
Big_Booty_Prob	10/9/16 16:00	1	0	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/Big_Booty_Prob/status/785253731659120640
WorldStarWiId	10/9/16 16:00	1	3	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/WorldStarWiId/status/785253554357436417
alexismmartinez	10/9/16 16:00	0	1	@llama__delrey Taco Bell for the win pic.twitter.com/p754vtr4ea	College Station				
WorIdStarJokes	10/9/16 16:00	0	0	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/WorIdStarJokes/status/785253545385820160
tacobell	10/9/16 16:00	2	2	@spriggs_j		@spriggs_j		7.85254E+17	https://twitter.com/tacobell/status/785253532458901504
WORLDSTARNOW	10/9/16 16:00	4	5	Taco Bell at it again http:// shareattendance.com/as1q				7.85254E+17	https://twitter.com/WORLDSTARNOW/status/785253528042438656
Lindsss19	10/9/16 15:59	0	7	I want Taco Bell .... but what's new	Chippewa				
__gucci__1	10/9/16 15:59	0	0	Whataburger . Chick-fil-A . Taco Bell				7.85253E+17	https://twitter.com/__gucci__1/status/785253468701208577
tacobell	10/9/16 15:59	0	0	@loudersoft How can we help?		@loudersoft		7.85253E+17	https://twitter.com/tacobell/status/785253397658079232
barbrilla	10/9/16 15:59	0	0	I just checked in at Taco Bell with #mPLUSPlaces Download today! http:// bit.ly/gomplaces			#mPLUSPlaces	7.85253E+17	https://twitter.com/barbrilla/status/785253340057772036
Lulverine	10/9/16 15:59	2	4	@im_just_ethan @Seaboiii lauren's friend fuckin lied i was at del taco not taco bell		@im_just_ethan @Seaboiii		7.85253E+17	https://twitter.com/Lulverine/status/785253310680801280
brujarain	10/9/16 15:59	0	0	@tacobell @TacoBellCareers yeah		@tacobell @TacoBellCareers		7.85253E+17	https://twitter.com/brujarain/status/785253275750674432
jennjfercheck	10/9/16 15:58	0	0	i have taco bell and jm watching maleificehejUFK so				7.85253E+17	https://twitter.com/jennjfercheck/status/785253190140854272
tacobell	10/9/16 15:58	0	0	@brujarain @TacoBellCareers Did you apply?		@brujarain @TacoBellCareers		7.85253E+17	https://twitter.com/tacobell/status/785253121714851840
dboylston810	10/9/16 15:58	0	0	Yo I want Taco Bell !				7.85253E+17	https://twitter.com/dboylston810/status/785253090916179969
JCanucklehead	10/9/16 15:58	0	0	@wyshynski Taco Bell over actual Mexican or Tex-Mex food? Seriously? No					
bubblesbrnaid	10/9/16 15:58	0	0	And on that note					
KriztinHodgez	10/9/16 15:57	2	20	What a fab weekend. WTequestrian got that dub					
juliafontana7	10/9/16 15:57	1	9	"Taco Bell drive thru- We're out of beef and chicken."" Mom- ""Well we're out of here"""""				7.85253E+17	https://twitter.com/juliafontana7/status/785252911630716928
MalakaiWaters	10/9/16 15:57	0	0	Think I can sneak a Taco Bell $5 box into a movie ?				7.85253E+17	https://twitter.com/MalakaiWaters/status/785252878072111104
akbradley97	10/9/16 15:57	0	2	You know you love Tacobell when you wait in line for 30 minutes for your food				7.85253E+17	https://twitter.com/akbradley97/status/785252787642699777
SamuraiBlack0	10/9/16 15:56	0	0	why I come home and the first thing my mom wants me to do is go get her some Taco Bell like				7.85253E+17	https://twitter.com/SamuraiBlack0/status/785252720211091456
mickalinda220	10/9/16 15:56	0	1	@maddie_goodrich why do you eat taco bell		@maddie_goodrich		7.85253E+17	https://twitter.com/mickalinda220/status/785252679861751808
DejesusShakira	10/9/16 15:56	0	0	I want Taco Bell so bad right now.				7.85253E+17	https://twitter.com/DejesusShakira/status/785252636039778305
Sarahlikesthat	10/9/16 15:56	0	0	Roll around on my @tacobell pic.twitter.com/L0ekTDHypn	Texas				
tacobell	10/9/16 15:56	0	0	@OWUaaronTSi @TacoBellTeam can help.		@OWUaaronTSi @TacoBellTeam		7.85253E+17	https://twitter.com/tacobell/status/785252559300591616
